x,y,z
0.6891914810690286,-0.044906808241381546,-0.544020250059801
0.3038371045573134,-0.9377598191582602,0.6524955869297299
0.8818686693248862,1.4660752102333365,0.31063391921843553
1.2672230458366014,0.367179196797178,-1.0568127516267427
-0.46687164846611484,1.122670206034537,-0.2021585823485062
0.3038371045573134,-1.0751218208377802,0.8234264207853773
1.0745458575807438,0.5045411984766979,-1.3986744193380372
2.230608987115889,-0.1822688099209013,-0.544020250059801
0.496514292813171,-1.0751218208377802,0.8234264207853773
-1.0449032132336875,0.023774192598378423,0.4815647530740827
0.496514292813171,-1.0751218208377802,0.8234264207853773
-2.0082891545129757,1.809480214432136,-0.03122774849285928
-0.08151727195439964,1.7407992135923762,-0.2021585823485062
0.8818686693248862,-0.9377598191582602,0.6524955869297299
1.2672230458366014,1.1913512068742969,-2.7661210901832147
0.6891914810690286,-1.14380282167754,1.1652880884966716
0.3038371045573134,-0.1822688099209013,-1.0568127516267427
-0.85222602497783,0.023774192598378423,-1.0568127516267427
0.3038371045573134,0.16113619427789816,-1.0568127516267427
0.496514292813171,-0.6630358157992207,0.6524955869297299
0.3038371045573134,-1.0064408199980202,0.8234264207853773
0.496514292813171,-0.1822688099209013,-0.7149510839154479
0.496514292813171,-0.8003978174787406,0.4815647530740827
0.496514292813171,-1.14380282167754,0.8234264207853773
-1.4302575897454028,0.367179196797178,-1.7405360870493314
0.8818686693248862,0.22981719511765814,-0.7149510839154479
0.496514292813171,1.2600322077140567,-1.9114669209049788
0.3038371045573134,-0.9377598191582602,0.6524955869297299
0.3038371045573134,-1.0064408199980202,0.31063391921843553
0.11115991630145795,1.053989205194777,-0.3730894162041536
0.6891914810690286,-0.9377598191582602,0.6524955869297299
0.3038371045573134,1.5347562110730963,2.190873091630555
-0.46687164846611484,1.053989205194777,-1.2277435854823897
0.496514292813171,-1.0064408199980202,0.9943572546410244
0.496514292813171,-1.0064408199980202,0.8234264207853773
0.3038371045573134,-1.2811648233570596,1.336218922352319
0.3038371045573134,-0.9377598191582602,0.6524955869297299
-0.08151727195439964,0.22981719511765814,-0.2021585823485062
0.496514292813171,-1.0751218208377802,0.9943572546410244
-0.6595488367219724,1.1913512068742969,-1.2277435854823897
0.496514292813171,-1.14380282167754,0.8234264207853773
-0.08151727195439964,0.5045411984766979,-1.3986744193380372
-1.6229347780012604,-1.2811648233570596,0.6524955869297299
1.6525774223483165,0.7105842009959775,-0.544020250059801
0.11115991630145795,1.053989205194777,-1.0568127516267427
-2.393643531024691,-0.1822688099209013,-0.544020250059801
0.496514292813171,-0.5256738141197007,-0.544020250059801
-4.127738225327405,-1.3498458241968196,3.9001814301870277
-3.5497066605598318,1.6034372119128564,-2.5951902563275673
-0.46687164846611484,0.5045411984766979,0.4815647530740827
0.3038371045573134,0.16113619427789816,-0.8858819177710954
-0.27419446021025723,1.3287132085538167,1.6780805900636133
-0.6595488367219724,1.6034372119128564,0.1397030853627881
-2.9716750957922633,-0.31963081160042106,-0.544020250059801
1.845254610604174,-0.31963081160042106,-0.8858819177710954
-0.08151727195439964,0.2984981959574181,-1.0568127516267427
-0.27419446021025723,1.1913512068742969,-1.3986744193380372
-0.27419446021025723,0.22981719511765814,-1.0568127516267427
0.11115991630145795,0.7792652018357374,-0.544020250059801
0.3038371045573134,-1.0064408199980202,0.4815647530740827
0.496514292813171,1.7407992135923762,-0.7149510839154479
-0.27419446021025723,-0.1822688099209013,-0.8858819177710954
0.3038371045573134,0.023774192598378423,-1.2277435854823897
-0.6595488367219724,1.4660752102333365,-0.2021585823485062
1.845254610604174,-0.8003978174787406,0.8234264207853773
0.3038371045573134,-1.0064408199980202,0.6524955869297299
0.8818686693248862,-1.3498458241968196,1.1652880884966716
-0.08151727195439964,-0.5943548149594607,-0.544020250059801
0.3038371045573134,-1.0064408199980202,0.6524955869297299
0.496514292813171,-1.2811648233570596,1.336218922352319
0.496514292813171,-0.9377598191582602,0.6524955869297299
-0.85222602497783,0.6419032001562176,0.4815647530740827
-1.815611966257118,1.053989205194777,-0.3730894162041536
-0.6595488367219724,1.122670206034537,-0.03122774849285928
-0.46687164846611484,1.3973942093935767,0.1397030853627881
-0.46687164846611484,1.3287132085538167,0.4815647530740827
0.496514292813171,-1.0751218208377802,0.6524955869297299
-0.85222602497783,-0.11358780908114133,-0.544020250059801
-0.6595488367219724,2.0842042177911755,-0.2021585823485062
0.8818686693248862,-1.0064408199980202,0.6524955869297299
-0.27419446021025723,1.878161215271896,-0.03122774849285928
1.0745458575807438,0.22981719511765814,-0.8858819177710954
0.8818686693248862,2.0842042177911755,-0.3730894162041536
